                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                0.79522,                0.83235,                 1.1618,                 0.9987,                      1,                  0.995,                 0.8865,                0.57367,                0.70628,                 1.0048,              0.0008516,              0.0008516,              0.0008516
                     31,                0.80423,                0.82927,                 1.1306,                 0.9986,                      1,                  0.995,                 0.8762,                0.68117,                0.70633,                 1.0146,               0.000812,               0.000812,               0.000812
                     32,                0.78028,                0.82233,                 1.1279,                0.99839,                      1,                  0.995,                0.87076,                0.59634,                0.69267,                 1.0006,              0.0007724,              0.0007724,              0.0007724
                     33,                0.78215,                0.81084,                 1.1106,                0.99847,                      1,                  0.995,                0.87416,                0.56649,                0.65936,                0.97638,              0.0007328,              0.0007328,              0.0007328
                     34,                0.73162,                0.76875,                  1.102,                0.99865,                      1,                  0.995,                0.87273,                0.57712,                0.66537,                0.95425,              0.0006932,              0.0006932,              0.0006932
                     35,                0.69011,                0.71337,                 1.1041,                0.99878,                      1,                  0.995,                0.83882,                0.60546,                0.63958,                0.97313,              0.0006536,              0.0006536,              0.0006536
                     36,                0.70078,                0.71522,                 1.0837,                0.99885,                      1,                  0.995,                0.90922,                0.54174,                0.62523,                0.94018,               0.000614,               0.000614,               0.000614
                     37,                0.67307,                0.69823,                 1.0689,                0.99885,                      1,                  0.995,                0.88177,                0.56378,                0.63855,                0.96414,              0.0005744,              0.0005744,              0.0005744
                     38,                 0.6823,                 0.7174,                 1.0815,                0.99882,                      1,                  0.995,                 0.8735,                0.56238,                0.64972,                0.93737,              0.0005348,              0.0005348,              0.0005348
                     39,                0.66705,                  0.713,                 1.0629,                0.99882,                      1,                  0.995,                 0.8685,                0.57593,                0.62598,                 0.9393,              0.0004952,              0.0004952,              0.0004952
                     40,                0.64504,                0.69659,                  1.074,                0.99879,                      1,                  0.995,                0.89704,                0.52834,                 0.6085,                0.94092,              0.0004556,              0.0004556,              0.0004556
                     41,                0.60761,                0.78675,                 1.1041,                0.99852,                      1,                  0.995,                0.88822,                 0.6079,                0.68312,                0.96216,               0.000416,               0.000416,               0.000416
                     42,                0.56426,                0.74939,                 1.1318,                0.99813,                      1,                  0.995,                0.85553,                0.61596,                0.79159,                 0.9455,              0.0003764,              0.0003764,              0.0003764
                     43,                0.58711,                 0.7672,                 1.0954,                0.99847,                      1,                  0.995,                0.89599,                0.56421,                 0.7056,                0.91699,              0.0003368,              0.0003368,              0.0003368
                     44,                0.50626,                0.71169,                 1.1367,                 0.9989,                      1,                  0.995,                0.92092,                0.48698,                0.61579,                0.87415,              0.0002972,              0.0002972,              0.0002972
                     45,                0.50673,                0.70584,                 1.0664,                0.99894,                      1,                  0.995,                0.92782,                 0.4941,                0.58844,                0.86637,              0.0002576,              0.0002576,              0.0002576
                     46,                0.50852,                0.69582,                 1.0715,                 0.9989,                      1,                  0.995,                 0.8945,                0.54133,                0.58443,                 0.8801,               0.000218,               0.000218,               0.000218
                     47,                0.49347,                0.68891,                 1.0445,                0.99889,                      1,                  0.995,                0.90778,                0.52631,                0.56464,                 0.8631,              0.0001784,              0.0001784,              0.0001784
                     48,                0.47481,                0.67678,                 1.0282,                0.99889,                      1,                  0.995,                0.95685,                0.44713,                0.55468,                0.84701,              0.0001388,              0.0001388,              0.0001388
                     49,                  0.463,                0.66153,                 1.0275,                 0.9989,                      1,                  0.995,                0.94688,                0.43036,                0.54782,                0.84559,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                0.49978,                 0.6805,                 1.0438,                0.99889,                      1,                  0.995,                0.93708,                0.44727,                0.55965,                 0.8473,               5.96e-05,               5.96e-05,               5.96e-05
