                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                0.94841,                0.48626,                0.87828,                0.98679,                0.98209,                0.99426,                0.75195,                0.86901,                0.41199,                0.86306,              0.0005645,              0.0005645,              0.0005645
                    147,                0.95673,                0.48154,                0.87959,                0.99068,                0.98746,                 0.9947,                0.76923,                0.84227,                0.39985,                0.86042,              0.0005546,              0.0005546,              0.0005546
                    148,                0.95627,                0.47871,                 0.8785,                0.98796,                0.97983,                0.99425,                0.77137,                0.82407,                0.40503,                0.85792,              0.0005447,              0.0005447,              0.0005447
                    149,                 0.9447,                0.47585,                0.87898,                0.98937,                0.98504,                0.99437,                0.77782,                0.83491,                0.39461,                0.85922,              0.0005348,              0.0005348,              0.0005348
                    150,                0.95064,                0.48102,                0.87787,                0.98635,                0.98209,                0.99425,                0.78493,                0.80519,                0.39137,                0.85407,              0.0005249,              0.0005249,              0.0005249
                    151,                0.94241,                0.47332,                0.87572,                0.98778,                0.98527,                0.99453,                0.77658,                0.81299,                0.39407,                 0.8549,               0.000515,               0.000515,               0.000515
                    152,                0.94624,                0.47779,                0.87597,                 0.9884,                 0.9853,                0.99449,                0.76486,                0.84074,                0.39397,                0.86072,              0.0005051,              0.0005051,              0.0005051
                    153,                0.93864,                0.46479,                0.87626,                0.99077,                0.98209,                0.99458,                0.77503,                0.84366,                0.39184,                 0.8604,              0.0004952,              0.0004952,              0.0004952
                    154,                0.95377,                0.47774,                0.87922,                0.98743,                0.97922,                 0.9943,                0.77317,                0.83091,                0.39954,                0.85755,              0.0004853,              0.0004853,              0.0004853
                    155,                0.92727,                0.46504,                0.86887,                0.98682,                0.98401,                0.99447,                0.77688,                 0.8146,                0.38761,                0.85528,              0.0004754,              0.0004754,              0.0004754
                    156,                0.93397,                0.46656,                0.87022,                  0.992,                0.98381,                0.99449,                0.77108,                 0.8334,                0.39192,                0.85885,              0.0004655,              0.0004655,              0.0004655
                    157,                0.93129,                0.46679,                0.87568,                0.98717,                0.98187,                 0.9945,                0.75087,                0.87236,                0.40313,                0.86372,              0.0004556,              0.0004556,              0.0004556
                    158,                0.93554,                0.46295,                0.87982,                 0.9906,                0.98663,                0.99465,                0.75994,                   0.87,                0.39399,                0.86499,              0.0004457,              0.0004457,              0.0004457
                    159,                0.93626,                0.46866,                0.87289,                0.99027,                0.98821,                0.99471,                0.77566,                0.82985,                0.38588,                0.85621,              0.0004358,              0.0004358,              0.0004358
                    160,                0.91608,                0.46729,                0.86819,                0.99038,                0.97968,                 0.9945,                0.79186,                0.78447,                0.38444,                 0.8494,              0.0004259,              0.0004259,              0.0004259
                    161,                0.91007,                0.45693,                0.87181,                0.98851,                0.98527,                 0.9944,                0.77078,                0.85973,                0.39038,                0.86225,               0.000416,               0.000416,               0.000416
                    162,                0.91754,                0.45777,                0.87106,                0.98899,                0.98391,                0.99453,                0.78178,                0.79839,                0.37814,                0.85216,              0.0004061,              0.0004061,              0.0004061
                    163,                0.91539,                0.45683,                0.86888,                0.98837,                0.98213,                0.99444,                0.77786,                0.82754,                0.38298,                 0.8569,              0.0003962,              0.0003962,              0.0003962
                    164,                0.91835,                0.45884,                0.87015,                0.99082,                0.97872,                0.99443,                0.77127,                0.82838,                0.38753,                0.85665,              0.0003863,              0.0003863,              0.0003863
                    165,                0.91795,                0.45527,                 0.8739,                0.98953,                0.98558,                0.99455,                0.77615,                0.82326,                0.38391,                0.85598,              0.0003764,              0.0003764,              0.0003764
                    166,                0.90242,                 0.4537,                0.86894,                0.98774,                0.98626,                0.99463,                0.78495,                0.80551,                0.37698,                0.85401,              0.0003665,              0.0003665,              0.0003665
                    167,                0.89128,                0.44661,                0.86424,                0.98706,                0.98844,                0.99461,                0.77547,                 0.8219,                0.37863,                0.85596,              0.0003566,              0.0003566,              0.0003566
                    168,                0.89747,                0.44856,                0.86746,                0.98955,                 0.9864,                0.99466,                0.77761,                0.80803,                0.37109,                 0.8531,              0.0003467,              0.0003467,              0.0003467
                    169,                0.90194,                0.44789,                 0.8698,                0.99139,                0.98005,                0.99451,                0.78153,                0.79947,                0.37392,                0.85122,              0.0003368,              0.0003368,              0.0003368
                    170,                0.89176,                0.44603,                0.86227,                0.98682,                0.98413,                0.99458,                0.76454,                0.84464,                0.38281,                0.85857,              0.0003269,              0.0003269,              0.0003269
                    171,                0.88734,                0.44332,                0.86241,                0.98929,                0.98379,                0.99446,                0.78708,                0.77371,                0.36552,                0.84678,               0.000317,               0.000317,               0.000317
                    172,                0.87268,                0.43837,                0.86379,                0.98992,                0.97901,                0.99439,                 0.7885,                0.78396,                0.36982,                 0.8484,              0.0003071,              0.0003071,              0.0003071
                    173,                0.89531,                 0.4417,                0.86865,                0.98926,                0.98708,                0.99462,                0.77497,                0.81204,                0.37219,                0.85271,              0.0002972,              0.0002972,              0.0002972
                    174,                0.89424,                0.44435,                  0.867,                0.98822,                0.98935,                0.99472,                0.79055,                0.77077,                0.36381,                0.84579,              0.0002873,              0.0002873,              0.0002873
                    175,                0.88581,                0.43985,                0.86558,                0.98994,                0.98821,                0.99471,                0.78319,                0.79451,                0.36825,                0.85037,              0.0002774,              0.0002774,              0.0002774
                    176,                0.89029,                0.44051,                0.86251,                 0.9907,                0.98799,                0.99478,                0.78607,                0.77059,                0.36136,                0.84666,              0.0002675,              0.0002675,              0.0002675
                    177,                0.87431,                0.43716,                0.86092,                0.98978,                0.98821,                0.99469,                0.78213,                0.78023,                 0.3625,                 0.8484,              0.0002576,              0.0002576,              0.0002576
                    178,                0.87331,                0.43646,                 0.8628,                0.98662,                0.98605,                0.99463,                0.78692,                0.77487,                0.36617,                0.84601,              0.0002477,              0.0002477,              0.0002477
                    179,                0.86842,                0.43214,                0.85695,                0.98801,                0.98998,                0.99469,                0.78829,                0.76608,                0.35997,                0.84439,              0.0002378,              0.0002378,              0.0002378
                    180,                0.86788,                0.43181,                0.86397,                0.99126,                 0.9864,                0.99468,                0.78836,                 0.7711,                0.36313,                0.84629,              0.0002279,              0.0002279,              0.0002279
                    181,                0.87039,                0.43408,                0.86294,                0.99048,                0.98731,                0.99472,                 0.7886,                0.77618,                0.36453,                0.84763,               0.000218,               0.000218,               0.000218
                    182,                0.86242,                0.42792,                0.86111,                 0.9909,                0.98867,                0.99477,                0.78719,                0.77817,                0.35949,                  0.847,              0.0002081,              0.0002081,              0.0002081
                    183,                0.86003,                0.42817,                0.86423,                0.99203,                0.98701,                0.99467,                0.79206,                0.76706,                0.35931,                0.84511,              0.0001982,              0.0001982,              0.0001982
                    184,                0.86342,                0.42528,                0.86387,                0.98815,                0.98821,                0.99464,                0.78695,                0.78966,                0.36186,                0.84896,              0.0001883,              0.0001883,              0.0001883
                    185,                0.85453,                0.42488,                0.85755,                0.99113,                0.98617,                0.99469,                0.78914,                  0.778,                0.36233,                0.84646,              0.0001784,              0.0001784,              0.0001784
                    186,                0.84353,                0.42236,                0.85565,                0.99067,                0.98619,                0.99466,                0.78869,                0.77733,                0.36155,                0.84584,              0.0001685,              0.0001685,              0.0001685
                    187,                0.84724,                0.42013,                 0.8572,                0.98859,                0.98821,                0.99474,                0.80094,                0.75107,                0.35251,                 0.8422,              0.0001586,              0.0001586,              0.0001586
                    188,                0.85149,                0.41929,                0.85759,                0.99113,                 0.9876,                0.99478,                 0.7947,                0.76335,                0.35639,                0.84342,              0.0001487,              0.0001487,              0.0001487
                    189,                 0.8451,                 0.4166,                0.85821,                0.99141,                0.98867,                0.99479,                0.79532,                0.76427,                0.35408,                0.84344,              0.0001388,              0.0001388,              0.0001388
                    190,                0.84121,                 0.4165,                0.86082,                0.99056,                0.98912,                0.99478,                0.79979,                0.75527,                0.35345,                0.84239,              0.0001289,              0.0001289,              0.0001289
                    191,                0.91033,                0.44049,                0.87479,                0.99087,                0.98731,                0.99478,                0.78141,                0.78868,                0.35933,                0.84891,               0.000119,               0.000119,               0.000119
                    192,                0.87859,                0.42629,                0.87325,                0.99112,                0.98622,                0.99477,                0.78955,                0.77814,                0.35706,                 0.8471,              0.0001091,              0.0001091,              0.0001091
                    193,                0.85419,                0.42269,                0.86391,                0.99203,                0.98766,                0.99478,                0.79602,                0.77767,                0.35884,                0.84616,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.85967,                0.42258,                0.85973,                0.99425,                0.98776,                0.99481,                0.79824,                  0.778,                0.35813,                0.84745,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.83926,                0.41557,                0.85857,                0.99277,                0.98776,                0.99482,                0.80439,                0.76479,                0.35362,                0.84487,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.85226,                0.42356,                0.86289,                0.99321,                0.98753,                0.99482,                0.80476,                0.76148,                0.35306,                0.84356,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.83053,                0.41225,                0.86158,                0.99293,                0.98664,                 0.9948,                0.80793,                0.75835,                0.35208,                0.84312,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.83134,                0.41115,                0.85929,                0.99113,                0.98685,                0.99479,                0.80927,                0.75888,                0.35273,                0.84338,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                 0.8218,                0.40918,                0.85777,                0.98978,                0.98787,                 0.9948,                0.81437,                0.74833,                0.34936,                0.84171,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                0.82189,                0.41097,                0.85654,                0.99106,                0.98889,                0.99484,                 0.8086,                 0.7623,                0.35253,                0.84366,               2.99e-05,               2.99e-05,               2.99e-05
