                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.4774,                  1.115,                  1.004,                0.88532,                0.84081,                 0.8561,                0.45001,                 1.3656,                 1.0715,                0.99743,               0.001604,               0.001604,               0.001604
                     12,                 1.4778,                 1.0833,                 1.0098,                0.85941,                0.77731,                0.81597,                0.40871,                 1.4202,                 1.1102,                  1.007,              0.0015644,              0.0015644,              0.0015644
                     13,                 1.4479,                 1.0642,                0.99932,                0.92049,                0.78669,                0.86053,                0.45577,                 1.3757,                 1.0228,                 1.0013,              0.0015248,              0.0015248,              0.0015248
                     14,                 1.4328,                 1.0299,                0.99238,                0.89175,                0.83764,                0.88136,                0.46688,                  1.365,                  1.011,                0.99395,              0.0014852,              0.0014852,              0.0014852
                     15,                 1.4425,                 1.0459,                0.98762,                0.88833,                0.80588,                0.83909,                0.42826,                 1.4167,                 1.0651,                 1.0197,              0.0014456,              0.0014456,              0.0014456
                     16,                 1.4393,                 1.0461,                0.99141,                0.90974,                0.86558,                0.88509,                0.45208,                  1.392,                 1.0561,                 1.0001,               0.001406,               0.001406,               0.001406
                     17,                 1.4138,                 1.0476,                0.98387,                0.91005,                  0.846,                 0.8936,                0.48922,                 1.3212,                 1.0154,                0.98303,              0.0013664,              0.0013664,              0.0013664
                     18,                 1.4122,                 1.0341,                0.98923,                 0.9134,                0.84907,                0.88057,                0.43499,                 1.4051,                  1.057,                0.99494,              0.0013268,              0.0013268,              0.0013268
                     19,                 1.4076,                 1.0186,                0.98156,                0.91591,                0.82769,                0.88624,                0.48773,                 1.3293,                 1.0098,                0.97743,              0.0012872,              0.0012872,              0.0012872
                     20,                 1.4089,                 1.0037,                 0.9858,                0.88143,                0.83721,                0.86713,                0.43002,                 1.4097,                 1.0901,                  0.997,              0.0012476,              0.0012476,              0.0012476
                     21,                 1.3817,                 1.0015,                0.97543,                0.91444,                0.84441,                0.88985,                0.48061,                   1.35,                 1.0022,                0.98114,               0.001208,               0.001208,               0.001208
                     22,                 1.3699,                0.97506,                0.97058,                0.89537,                0.83687,                0.86354,                 0.4799,                 1.3148,                0.99027,                0.98663,              0.0011684,              0.0011684,              0.0011684
                     23,                  1.371,                0.97458,                0.97807,                0.93505,                0.85711,                0.90295,                0.49085,                 1.3841,                0.98005,                 0.9954,              0.0011288,              0.0011288,              0.0011288
                     24,                 1.3629,                0.95793,                0.96985,                0.92771,                0.86655,                0.90686,                0.48115,                 1.4304,                0.94614,                 1.0011,              0.0010892,              0.0010892,              0.0010892
                     25,                 1.3591,                 0.9405,                 0.9732,                0.93075,                0.86367,                0.89666,                 0.5161,                 1.3034,                0.87127,                0.98596,              0.0010496,              0.0010496,              0.0010496
                     26,                 1.3635,                0.96325,                0.97647,                0.92885,                0.87066,                0.90274,                 0.4954,                 1.3191,                0.93671,                0.97923,                0.00101,                0.00101,                0.00101
                     27,                 1.3549,                0.93652,                 0.9701,                0.93428,                0.87341,                0.90547,                 0.5293,                 1.2584,                0.87937,                0.96501,              0.0009704,              0.0009704,              0.0009704
                     28,                 1.3414,                0.91481,                0.96723,                0.93086,                0.87203,                0.90797,                0.53842,                 1.2577,                0.85946,                0.96779,              0.0009308,              0.0009308,              0.0009308
                     29,                 1.3353,                0.91234,                0.96253,                0.92672,                0.86304,                0.90508,                0.53567,                 1.2376,                 0.8695,                0.95867,              0.0008912,              0.0008912,              0.0008912
                     30,                 1.3192,                0.90072,                0.96202,                0.94057,                0.87443,                0.92003,                0.50533,                 1.3418,                0.89799,                0.98554,              0.0008516,              0.0008516,              0.0008516
                     31,                 1.3203,                0.89798,                0.95843,                0.94453,                0.88061,                0.92408,                0.51956,                 1.2899,                0.89211,                0.97087,               0.000812,               0.000812,               0.000812
                     32,                 1.3014,                0.87411,                 0.9581,                0.94958,                0.89437,                0.92288,                0.55846,                 1.2218,                0.79713,                0.95895,              0.0007724,              0.0007724,              0.0007724
                     33,                 1.2911,                0.84654,                0.95296,                 0.9244,                0.88786,                0.90995,                0.54777,                 1.2352,                0.81864,                0.96445,              0.0007328,              0.0007328,              0.0007328
                     34,                 1.2901,                0.84536,                0.94947,                0.93997,                0.89606,                0.91825,                0.56108,                 1.2112,                0.79004,                0.96067,              0.0006932,              0.0006932,              0.0006932
                     35,                 1.2891,                0.85006,                0.95051,                0.94616,                 0.9039,                0.93252,                0.56682,                 1.2251,                0.79668,                 0.9564,              0.0006536,              0.0006536,              0.0006536
                     36,                 1.2753,                0.83492,                0.95222,                0.94627,                0.88362,                0.92774,                0.55788,                 1.2253,                0.81649,                0.95286,               0.000614,               0.000614,               0.000614
                     37,                 1.2695,                0.83201,                0.94735,                0.93907,                0.88844,                0.92289,                0.57182,                  1.175,                0.80517,                 0.9421,              0.0005744,              0.0005744,              0.0005744
                     38,                 1.2631,                0.83515,                0.95052,                0.94913,                0.89649,                0.93058,                0.57511,                 1.2282,                0.76937,                0.96355,              0.0005348,              0.0005348,              0.0005348
                     39,                 1.2621,                0.81501,                0.94749,                0.95111,                0.90411,                0.93595,                0.57787,                 1.1964,                0.75215,                0.95111,              0.0004952,              0.0004952,              0.0004952
                     40,                 1.2609,                0.82184,                 0.9434,                0.95471,                0.91109,                0.93803,                0.57642,                 1.2025,                0.77896,                0.94819,              0.0004556,              0.0004556,              0.0004556
                     41,                 1.2797,                0.83496,                0.95382,                0.94594,                 0.9149,                 0.9428,                0.57815,                 1.2017,                0.78718,                0.94848,               0.000416,               0.000416,               0.000416
                     42,                 1.2479,                0.81177,                0.94536,                0.95653,                0.91294,                0.94416,                0.58213,                 1.2114,                0.73985,                0.95192,              0.0003764,              0.0003764,              0.0003764
                     43,                 1.2244,                0.79797,                 0.9453,                0.95115,                0.91215,                0.94183,                0.60374,                 1.1438,                0.72171,                0.93697,              0.0003368,              0.0003368,              0.0003368
                     44,                 1.2235,                 0.7767,                0.93683,                0.94872,                0.90856,                0.94342,                0.60948,                 1.1259,                0.71514,                0.93368,              0.0002972,              0.0002972,              0.0002972
                     45,                  1.211,                 0.7443,                0.93881,                0.95514,                0.91681,                0.94867,                0.61114,                 1.1384,                0.70756,                0.93498,              0.0002576,              0.0002576,              0.0002576
                     46,                 1.1965,                0.74528,                0.92904,                0.96251,                0.91844,                0.95206,                0.61391,                 1.1539,                0.69771,                0.93837,               0.000218,               0.000218,               0.000218
                     47,                 1.1847,                0.73082,                0.93026,                0.95834,                0.93014,                0.95532,                0.61984,                 1.1322,                0.66798,                0.93512,              0.0001784,              0.0001784,              0.0001784
                     48,                  1.177,                0.72636,                0.92594,                0.95773,                 0.9276,                0.95381,                0.63245,                 1.1072,                 0.6828,                 0.9276,              0.0001388,              0.0001388,              0.0001388
                     49,                 1.1713,                0.72567,                0.92628,                0.95958,                0.92972,                0.95542,                0.62402,                 1.1327,                0.68149,                0.93269,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 1.1523,                 0.7065,                0.92357,                0.96139,                0.92778,                0.95616,                0.63939,                 1.0866,                0.65646,                0.92324,               5.96e-05,               5.96e-05,               5.96e-05
